1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 120000004967B441
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 316 second(s)
Mission Start Time:  Fri May 24 18:59:01 EDT 2019
Mission Sample Count:  4096
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Fri May 24 18:59:01 EDT 2019
Total Mission Samples:  4096
Total Device Samples:  8805
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
5/24/19 6:59:01 PM,C,19.127
5/24/19 7:04:17 PM,C,19.127
5/24/19 7:09:33 PM,C,19.127
5/24/19 7:14:49 PM,C,19.127
5/24/19 7:20:05 PM,C,19.064
5/24/19 7:25:21 PM,C,19.064
5/24/19 7:30:37 PM,C,19.127
5/24/19 7:35:53 PM,C,19.315
5/24/19 7:41:09 PM,C,19.565
5/24/19 7:46:25 PM,C,19.753
5/24/19 7:51:41 PM,C,19.878
5/24/19 7:56:57 PM,C,19.878
5/24/19 8:02:13 PM,C,19.815
5/24/19 8:07:29 PM,C,19.815
5/24/19 8:12:45 PM,C,19.753
5/24/19 8:18:01 PM,C,19.753
5/24/19 8:23:17 PM,C,19.69
5/24/19 8:28:33 PM,C,19.628
5/24/19 8:33:49 PM,C,19.628
5/24/19 8:39:05 PM,C,19.565
5/24/19 8:44:21 PM,C,19.565
5/24/19 8:49:37 PM,C,19.502
5/24/19 8:54:53 PM,C,19.502
5/24/19 9:00:09 PM,C,19.502
5/24/19 9:05:25 PM,C,19.44
5/24/19 9:10:41 PM,C,19.377
5/24/19 9:15:57 PM,C,19.44
5/24/19 9:21:13 PM,C,19.44
5/24/19 9:26:29 PM,C,19.44
5/24/19 9:31:45 PM,C,19.44
5/24/19 9:37:01 PM,C,19.502
5/24/19 9:42:17 PM,C,19.315
5/24/19 9:47:33 PM,C,19.127
5/24/19 9:52:49 PM,C,19.064
5/24/19 9:58:05 PM,C,19.002
5/24/19 10:03:21 PM,C,19.002
5/24/19 10:08:37 PM,C,18.939
5/24/19 10:13:53 PM,C,18.939
5/24/19 10:19:09 PM,C,18.939
5/24/19 10:24:25 PM,C,19.002
5/24/19 10:29:41 PM,C,19.002
5/24/19 10:34:57 PM,C,19.002
5/24/19 10:40:13 PM,C,18.939
5/24/19 10:45:29 PM,C,18.939
5/24/19 10:50:45 PM,C,18.877
5/24/19 10:56:01 PM,C,18.877
5/24/19 11:01:17 PM,C,18.877
5/24/19 11:06:33 PM,C,18.877
5/24/19 11:11:49 PM,C,18.877
5/24/19 11:17:05 PM,C,18.939
5/24/19 11:22:21 PM,C,18.939
5/24/19 11:27:37 PM,C,18.939
5/24/19 11:32:53 PM,C,18.939
