1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 670000004B674441
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 316 second(s)
Mission Start Time:  Fri May 24 19:00:01 EDT 2019
Mission Sample Count:  4096
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Fri May 24 19:00:01 EDT 2019
Total Mission Samples:  4096
Total Device Samples:  8800
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
5/24/19 7:00:01 PM,C,19.104
5/24/19 7:05:17 PM,C,19.104
5/24/19 7:10:33 PM,C,19.104
5/24/19 7:15:49 PM,C,19.104
5/24/19 7:21:05 PM,C,19.104
5/24/19 7:26:21 PM,C,19.104
5/24/19 7:31:37 PM,C,19.166
5/24/19 7:36:53 PM,C,19.229
5/24/19 7:42:09 PM,C,19.291
5/24/19 7:47:25 PM,C,19.291
5/24/19 7:52:41 PM,C,19.354
5/24/19 7:57:57 PM,C,19.291
5/24/19 8:03:13 PM,C,19.291
5/24/19 8:08:29 PM,C,19.229
5/24/19 8:13:45 PM,C,19.229
5/24/19 8:19:01 PM,C,19.166
5/24/19 8:24:17 PM,C,19.166
5/24/19 8:29:33 PM,C,19.104
5/24/19 8:34:49 PM,C,19.104
5/24/19 8:40:05 PM,C,19.104
5/24/19 8:45:21 PM,C,19.104
5/24/19 8:50:37 PM,C,19.041
5/24/19 8:55:53 PM,C,19.041
5/24/19 9:01:09 PM,C,19.041
5/24/19 9:06:25 PM,C,19.041
5/24/19 9:11:41 PM,C,18.979
5/24/19 9:16:57 PM,C,18.979
5/24/19 9:22:13 PM,C,18.979
5/24/19 9:27:29 PM,C,18.979
5/24/19 9:32:45 PM,C,18.979
5/24/19 9:38:01 PM,C,18.916
5/24/19 9:43:17 PM,C,18.916
5/24/19 9:48:33 PM,C,18.916
5/24/19 9:53:49 PM,C,18.916
5/24/19 9:59:05 PM,C,18.979
5/24/19 10:04:21 PM,C,19.041
5/24/19 10:09:37 PM,C,19.041
5/24/19 10:14:53 PM,C,19.104
5/24/19 10:20:09 PM,C,19.104
5/24/19 10:25:25 PM,C,19.166
5/24/19 10:30:41 PM,C,19.229
5/24/19 10:35:57 PM,C,19.229
5/24/19 10:41:13 PM,C,19.229
5/24/19 10:46:29 PM,C,19.229
5/24/19 10:51:45 PM,C,19.166
5/24/19 10:57:01 PM,C,19.166
5/24/19 11:02:17 PM,C,19.166
5/24/19 11:07:33 PM,C,19.166
5/24/19 11:12:49 PM,C,19.166
5/24/19 11:18:05 PM,C,19.229
5/24/19 11:23:21 PM,C,19.229
5/24/19 11:28:37 PM,C,19.229
5/24/19 11:33:53 PM,C,19.229
5/24/19 11:39:09 PM,C,19.229
5/24/19 11:44:25 PM,C,19.229
5/24/19 11:49:41 PM,C,19.291
5/24/19 11:54:57 PM,C,19.291
5/25/19 12:00:13 AM,C,19.291
5/25/19 12:05:29 AM,C,19.354
5/25/19 12:10:45 AM,C,19.354
5/25/19 12:16:01 AM,C,19.354
5/25/19 12:21:17 AM,C,19.354
5/25/19 12:26:33 AM,C,19.291
5/25/19 12:31:49 AM,C,19.229
5/25/19 12:37:05 AM,C,19.166
5/25/19 12:42:21 AM,C,19.166
5/25/19 12:47:37 AM,C,19.166
5/25/19 12:52:53 AM,C,19.104
5/25/19 12:58:09 AM,C,19.166
5/25/19 1:03:25 AM,C,19.166
5/25/19 1:08:41 AM,C,19.166
5/25/19 1:13:57 AM,C,19.166
5/25/19 1:19:13 AM,C,19.104
5/25/19 1:24:29 AM,C,19.041
5/25/19 1:29:45 AM,C,19.041
5/25/19 1:35:01 AM,C,18.979
5/25/19 1:40:17 AM,C,18.979
5/25/19 1:45:33 AM,C,18.979
5/25/19 1:50:49 AM,C,18.979
5/25/19 1:56:05 AM,C,19.041
5/25/19 2:01:21 AM,C,19.166
5/25/19 2:06:37 AM,C,19.229
5/25/19 2:11:53 AM,C,19.291
5/25/19 2:17:09 AM,C,19.416
5/25/19 2:22:25 AM,C,19.604
5/25/19 2:27:41 AM,C,19.792
5/25/19 2:32:57 AM,C,19.854
5/25/19 2:38:13 AM,C,19.917
5/25/19 2:43:29 AM,C,19.979
5/25/19 2:48:45 AM,C,20.042
5/25/19 2:54:01 AM,C,20.042
5/25/19 2:59:17 AM,C,20.104
5/25/19 3:04:33 AM,C,20.104
5/25/19 3:09:49 AM,C,20.104
5/25/19 3:15:05 AM,C,20.104
5/25/19 3:20:21 AM,C,20.104
5/25/19 3:25:37 AM,C,20.104
5/25/19 3:30:53 AM,C,20.104
5/25/19 3:36:09 AM,C,20.042
5/25/19 3:41:25 AM,C,19.979
5/25/19 3:46:41 AM,C,19.979
5/25/19 3:51:57 AM,C,19.917
5/25/19 3:57:13 AM,C,19.854
5/25/19 4:02:29 AM,C,19.854
5/25/19 4:07:45 AM,C,19.792
5/25/19 4:13:01 AM,C,19.729
5/25/19 4:18:17 AM,C,19.729
5/25/19 4:23:33 AM,C,19.729
5/25/19 4:28:49 AM,C,19.729
5/25/19 4:34:05 AM,C,19.729
5/25/19 4:39:21 AM,C,19.729
5/25/19 4:44:37 AM,C,19.729
5/25/19 4:49:53 AM,C,19.729
5/25/19 4:55:09 AM,C,19.729
5/25/19 5:00:25 AM,C,19.792
5/25/19 5:05:41 AM,C,19.792
5/25/19 5:10:57 AM,C,19.792
5/25/19 5:16:13 AM,C,19.792
5/25/19 5:21:29 AM,C,19.792
5/25/19 5:26:45 AM,C,19.792
5/25/19 5:32:01 AM,C,19.792
5/25/19 5:37:17 AM,C,19.792
5/25/19 5:42:33 AM,C,19.792
5/25/19 5:47:49 AM,C,19.792
5/25/19 5:53:05 AM,C,19.792
5/25/19 5:58:21 AM,C,19.792
5/25/19 6:03:37 AM,C,19.792
5/25/19 6:08:53 AM,C,19.792
5/25/19 6:14:09 AM,C,19.854
5/25/19 6:19:25 AM,C,19.854
5/25/19 6:24:41 AM,C,19.854
5/25/19 6:29:57 AM,C,19.854
5/25/19 6:35:13 AM,C,19.854
5/25/19 6:40:29 AM,C,19.854
5/25/19 6:45:45 AM,C,19.854
5/25/19 6:51:01 AM,C,19.854
5/25/19 6:56:17 AM,C,19.854
5/25/19 7:01:33 AM,C,19.854
5/25/19 7:06:49 AM,C,19.854
5/25/19 7:12:05 AM,C,19.854
5/25/19 7:17:21 AM,C,19.854
5/25/19 7:22:37 AM,C,19.792
5/25/19 7:27:53 AM,C,19.792
5/25/19 7:33:09 AM,C,19.792
5/25/19 7:38:25 AM,C,19.792
5/25/19 7:43:41 AM,C,19.792
5/25/19 7:48:57 AM,C,19.792
5/25/19 7:54:13 AM,C,19.792
5/25/19 7:59:29 AM,C,19.792
5/25/19 8:04:45 AM,C,19.792
5/25/19 8:10:01 AM,C,19.792
5/25/19 8:15:17 AM,C,19.792
5/25/19 8:20:33 AM,C,19.729
5/25/19 8:25:49 AM,C,19.729
5/25/19 8:31:05 AM,C,19.729
5/25/19 8:36:21 AM,C,19.729
5/25/19 8:41:37 AM,C,19.729
5/25/19 8:46:53 AM,C,19.729
5/25/19 8:52:09 AM,C,19.729
5/25/19 8:57:25 AM,C,19.729
5/25/19 9:02:41 AM,C,19.729
5/25/19 9:07:57 AM,C,19.666
5/25/19 9:13:13 AM,C,19.666
5/25/19 9:18:29 AM,C,19.666
5/25/19 9:23:45 AM,C,19.666
5/25/19 9:29:01 AM,C,19.666
5/25/19 9:34:17 AM,C,19.666
5/25/19 9:39:33 AM,C,19.666
5/25/19 9:44:49 AM,C,19.666
5/25/19 9:50:05 AM,C,19.604
5/25/19 9:55:21 AM,C,19.604
5/25/19 10:00:37 AM,C,19.604
5/25/19 10:05:53 AM,C,19.604
5/25/19 10:11:09 AM,C,19.604
5/25/19 10:16:25 AM,C,19.604
5/25/19 10:21:41 AM,C,19.604
5/25/19 10:26:57 AM,C,19.604
5/25/19 10:32:13 AM,C,19.541
5/25/19 10:37:29 AM,C,19.604
5/25/19 10:42:45 AM,C,19.541
5/25/19 10:48:01 AM,C,19.541
5/25/19 10:53:17 AM,C,19.541
5/25/19 10:58:33 AM,C,19.541
5/25/19 11:03:49 AM,C,19.541
5/25/19 11:09:05 AM,C,19.541
5/25/19 11:14:21 AM,C,19.479
5/25/19 11:19:37 AM,C,19.479
5/25/19 11:24:53 AM,C,19.479
5/25/19 11:30:09 AM,C,19.479
5/25/19 11:35:25 AM,C,19.479
5/25/19 11:40:41 AM,C,19.479
5/25/19 11:45:57 AM,C,19.479
5/25/19 11:51:13 AM,C,19.479
5/25/19 11:56:29 AM,C,19.416
5/25/19 12:01:45 PM,C,19.416
5/25/19 12:07:01 PM,C,19.416
5/25/19 12:12:17 PM,C,19.416
5/25/19 12:17:33 PM,C,19.416
5/25/19 12:22:49 PM,C,19.416
5/25/19 12:28:05 PM,C,19.416
5/25/19 12:33:21 PM,C,19.416
5/25/19 12:38:37 PM,C,19.416
5/25/19 12:43:53 PM,C,19.416
